Белорусская АЭС-1-СВБУ  АРМ ЦТП-1 (10CKD02)
Имя пользователя: ATE_SMATE, Имя протокола: NVATE_CFDI/JEC 
Создано: 30.01.2020 22:34:01, Выборка: 30.01.20 18:20:00 - 30.01.20 18:50:00
Время	KKS	Знач	Ед.изм	Дост	Описание	
30.01.20 18:43:38,000	10JEC31CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:39,000	10JEC11CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:39,000	10JEC41CT822_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:39,000	10JEC41CT831_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:39,000	10JEC21CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:39,000	10JEC31CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:40,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:40,000	10JEC41CT831_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:40,292	10JEC41CT845_XQ01	284.65	°C	дост	Температура теплоносителя в горячей нитке петли 4 первого контура	
30.01.20 18:43:44,000	10JEC11CT821_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:44,000	10JEC21CT821_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:44,000	10JEC31CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:44,000	10JEC41CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:54,000	10JEC41CT832_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:55,000	10JEC41CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:18,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:18,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:18,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:18,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:20,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:21,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:25,896	10JEC11CT815_XQ01	284.40	°C	дост	Температура теплоносителя в горячей нитке петли 1 первого контура	
30.01.20 18:44:28,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:28,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:28,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:28,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:30,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:31,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:32,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:33,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:34,700	10JEC23CT845_XQ01	284.46	°C	дост	Температура теплоносителя в холодной нитке петли 2 первого контура	
30.01.20 18:44:35,000	10JEC11CT811_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:35,000	10JEC21CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:35,000	10JEC31CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:35,000	10JEC41CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:36,000	10JEC41CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:36,298	10JEC23CT825_XQ01	284.65	°C	дост	Температура теплоносителя в холодной нитке петли 2 первого контура	
30.01.20 18:44:37,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:39,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:40,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:40,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:40,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:46,699	10JEC21CT835_XQ01	284.38	°C	дост	Температура теплоносителя в горячей нитке петли 2 первого контура	
30.01.20 18:44:47,000	10JEC11CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:47,000	10JEC21CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:47,000	10JEC31CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:48,000	10JEC41CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:48,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:48,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:48,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:49,000	10JEC31CT814V_XQ01	50.2	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:44:49,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:49,000	10JEC41CT831_XQ01	292	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:49,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:49,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:49,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:50,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:50,000	10JEC41CT831_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:50,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:50,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:51,000	10JEC11CT823_XQ01	59.7	°C	дост	Темп хол сп 10JEC11 0-100 ГРАД	
30.01.20 18:44:53,000	10JEC41CT842_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:54,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:57,000	10JEC11CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:57,000	10JEC21CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:57,000	10JEC31CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:44:58,000	10JEC41CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:04,000	10JEC31CT844_XQ01	49.9	°C	дост	Темп хол сп 10JEC31 0-100 ГРАД	
30.01.20 18:45:05,000	10JEC11CT811_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:05,000	10JEC21CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:05,000	10JEC31CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:05,000	10JEC41CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:11,000	10JEC41CT811_XQ01	283	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:12,000	10JEC41CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:19,000	10JEC41CT821_XQ01	292	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:20,000	10JEC41CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:21,901	10JEC23CT815_XQ01	284.66	°C	дост	Температура теплоносителя в холодной нитке петли 2 первого контура	
30.01.20 18:45:25,903	10JEC43CT825_XQ01	284.61	°C	дост	Температура теплоносителя в холодной нитке петли 4 первого контура	
30.01.20 18:45:36,000	10JEC11CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:36,000	10JEC21CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:36,000	10JEC31CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:36,000	10JEC41CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:36,303	10JEC13CT815_XQ01	284.36	°C	дост	Температура теплоносителя в холодной нитке петли 1 первого контура	
30.01.20 18:45:37,000	10JEC41CT831_XQ01	283	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:38,000	10JEC41CT831_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:44,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:44,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:44,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:45,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:45,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:45,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:57,000	10JEC41CT842_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:58,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:45:58,754	10JEC31CT815_XQ01	284.38	°C	дост	Температура теплоносителя в горячей нитке петли 3 первого контура	
30.01.20 18:46:01,907	10JEC13CT835_XQ01	284.45	°C	дост	Температура теплоносителя в холодной нитке петли 1 первого контура	
30.01.20 18:46:06,000	10JEC11CT821_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:06,000	10JEC21CT821_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:06,000	10JEC31CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:06,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:06,000	10JEC41CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:07,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:07,505	10JEC11CT825_XQ01	284.38	°C	дост	Температура теплоносителя в горячей нитке петли 1 первого контура	
30.01.20 18:46:10,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:10,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:10,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:10,755	10JEC13CT845_XQ01	284.43	°C	дост	Температура теплоносителя в холодной нитке петли 1 первого контура	
30.01.20 18:46:11,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:11,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:11,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:12,306	10JEC43CT835_XQ01	284.42	°C	дост	Температура теплоносителя в холодной нитке петли 4 первого контура	
30.01.20 18:46:21,907	10JEC13CT825_XQ01	284.62	°C	дост	Температура теплоносителя в холодной нитке петли 1 первого контура	
30.01.20 18:46:22,000	10JEC41CT832_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:23,000	10JEC41CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:30,000	10JEC11CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:30,000	10JEC21CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:30,000	10JEC31CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:31,000	10JEC11CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:31,000	10JEC21CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:31,000	10JEC31CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:33,000	10JEC41CT841_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:34,000	10JEC41CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:34,000	10JEC41CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:34,760	10JEC21CT825_XQ01	284.32	°C	дост	Температура теплоносителя в горячей нитке петли 2 первого контура	
30.01.20 18:46:35,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:36,359	10JEC31CT845_XQ01	284.83	°C	дост	Температура теплоносителя в горячей нитке петли 3 первого контура	
30.01.20 18:46:37,000	10JEC11CT811_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:37,000	10JEC21CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:37,000	10JEC31CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:37,000	10JEC41CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:39,000	10JEC41CT841_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:40,000	10JEC41CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:46,711	10JEC43CT845_XQ01	284.36	°C	дост	Температура теплоносителя в холодной нитке петли 4 первого контура	
30.01.20 18:46:48,000	10JEC41CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:49,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:49,911	10JEC33CT825_XQ01	284.61	°C	дост	Температура теплоносителя в холодной нитке петли 3 первого контура	
30.01.20 18:46:53,000	10JEC41CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:54,000	10JEC41CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:55,000	10JEC41CT822_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:56,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:46:59,000	10JEC41CT841_XQ01	283	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:00,000	10JEC41CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:07,000	10JEC11CT811_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:07,000	10JEC21CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:07,000	10JEC31CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:07,000	10JEC41CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:12,000	10JEC11CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:12,000	10JEC21CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:12,000	10JEC31CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:13,000	10JEC11CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:13,000	10JEC21CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:13,000	10JEC31CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:18,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:18,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:18,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:19,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:19,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:19,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:26,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:26,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:26,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:27,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:27,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:27,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:28,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:28,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:28,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:28,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:38,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:38,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:38,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:38,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:53,000	10JEC11CT844_XQ01	52.4	°C	дост	Темп хол сп 10JEC11 0-100 ГРАД	
30.01.20 18:47:57,000	10JEC11CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:57,000	10JEC21CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:57,000	10JEC31CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:58,000	10JEC11CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:58,000	10JEC21CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:58,000	10JEC31CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:47:58,717	10JEC23CT835_XQ01	284.40	°C	дост	Температура теплоносителя в холодной нитке петли 2 первого контура	
30.01.20 18:48:06,000	10JEC11CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:06,000	10JEC21CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:06,000	10JEC31CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:06,000	10JEC41CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:11,000	10JEC41CT831_XQ01	283	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:12,000	10JEC41CT831_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:16,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:16,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:16,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:17,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:17,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:17,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:22,000	10JEC31CT833_XQ01	56.6	°C	дост	Темп хол сп 10JEC31 0-100 ГРАД	
30.01.20 18:48:22,722	10JEC31CT825_XQ01	284.33	°C	дост	Температура теплоносителя в горячей нитке петли 3 первого контура	
30.01.20 18:48:27,000	10JEC41CT842_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:28,000	10JEC41CT842_XQ01	291  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:29,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:36,000	10JEC11CT821_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:36,000	10JEC21CT821_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:36,000	10JEC31CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:36,000	10JEC41CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:37,000	10JEC41CT841_XQ01	292	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:38,000	10JEC41CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:38,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:38,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:38,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:39,000	10JEC41CT842_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:39,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:39,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:39,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:40,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:48,000	10JEC11CT813X_XQ01	59.7	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:48:48,323	10JEC21CT815_XQ01	284.32	°C	дост	Температура теплоносителя в горячей нитке петли 2 первого контура	
30.01.20 18:48:49,000	10JEC11CT813Y_XQ01	59.7	°C	дост	Т ХЛДН СПАЕВ 0-100 ГРАД	
30.01.20 18:48:49,924	10JEC33CT835_XQ01	284.45	°C	дост	Температура теплоносителя в холодной нитке петли 3 первого контура	
30.01.20 18:48:54,726	10JEC41CT825_XQ01	284.36	°C	дост	Температура теплоносителя в горячей нитке петли 4 первого контура	
30.01.20 18:48:57,000	10JEC41CT841_XQ01	292	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:48:58,000	10JEC41CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:01,000	10JEC41CT811_XQ01	292	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:01,000	10JEC41CT841_XQ01	283	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:02,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:02,000	10JEC41CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:02,000	10JEC41CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:02,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:02,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:03,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:03,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:03,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:06,000	10JEC11CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:06,000	10JEC21CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:06,000	10JEC31CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:49:06,000	10JEC41CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
